,id,member_id,loan_amnt,funded_amnt,funded_amnt_inv,installment,annual_inc,dti,delinq_2yrs,inq_last_6mths,mths_since_last_delinq,mths_since_last_record,open_acc,pub_rec,revol_bal,total_acc,out_prncp,out_prncp_inv,total_pymnt,total_pymnt_inv,total_rec_prncp,total_rec_int,total_rec_late_fee,recoveries,collection_recovery_fee,last_pymnt_amnt,collections_12_mths_ex_med,policy_code,acc_now_delinq,chargeoff_within_12_mths,delinq_amnt,pub_rec_bankruptcies,tax_liens
id,1.0,0.9936501271168179,0.14191882622573676,0.1522856934400361,0.24954711748899633,0.08658702433336432,0.008731390135684537,0.09598265355114849,-0.008643977876786408,-0.04237835208723483,0.11719258175468925,0.7021299024763545,0.020387997391858037,-0.01943974661163126,0.008762948089080347,0.04214929264210167,0.18061881246258243,0.18059142697248087,0.14004495713213183,0.2208381139491913,0.11221306412331435,0.17285608072150652,-0.0550816983756087,0.03342568366757216,-0.013359181324831599,0.12236471779682614,,,,,,-0.009504975382436307,
member_id,0.9936501271168179,1.0,0.1407102932689681,0.15032187840890027,0.25788686947802075,0.08102492175645411,0.009380261054440025,0.09696333736560439,-0.008118707207782287,-0.047086059425025965,0.1229626763601923,0.7195376662895959,0.017928479521484787,-0.018721080541389476,0.0051131104820233975,0.0443744552316902,0.17074348129029804,0.17070625453197658,0.13997486270577297,0.2293074870465224,0.11216795171482664,0.1732341086291739,-0.05775014967706034,0.03156498673096407,-0.01515522096562584,0.12362678028182901,,,,,,-0.008768889720688578,
loan_amnt,0.14191882622573676,0.1407102932689681,1.0,0.9815782188238681,0.9400335348162897,0.9302876934174175,0.2711485508165311,0.066439349894676,-0.03186445427000839,0.009228935549684368,0.014870778892066302,0.00496780377922464,0.17716791493493428,-0.051235585311389185,0.317597386958471,0.25644174950714443,0.19293748800048985,0.19262284852505113,0.8866134589522552,0.854242681754496,0.8520210267338042,0.7297262282255036,0.04470635070443205,0.1354464476770871,0.07285305023529941,0.44874173569133224,,,,,,-0.0371803756204503,
funded_amnt,0.1522856934400361,0.15032187840890027,0.9815782188238681,1.0,0.9584219767409314,0.9561594973557918,0.2669651802514851,0.0662828771355278,-0.03235520158031997,0.009259135010330632,0.016358808213519135,-0.006059048103948461,0.1755295024385333,-0.05216933052724132,0.3103920726603593,0.2505885853973874,0.19494115360543565,0.1946749575419366,0.9031601499622105,0.8707990719019161,0.8702548900162579,0.737468564298074,0.04670521928803033,0.13628367360487018,0.07467566673625835,0.45313335201149035,,,,,,-0.03850153588024455,
funded_amnt_inv,0.24954711748899633,0.25788686947802075,0.9400335348162897,0.9584219767409314,1.0,0.90503931854157,0.2543747526725805,0.0746892867224937,-0.038501320519993436,-0.0057120589749780045,0.07192410885535688,0.43790582508412407,0.16302671622047618,-0.053213851256683,0.2907973723526974,0.2428543111080025,0.20368794269801258,0.20369305303957486,0.8812281573949359,0.9132568564100816,0.845848243571205,0.7309136891522506,0.02717202791135309,0.1237593901903197,0.06035798674451818,0.44260378799961253,,,,,,-0.04274586504364548,
installment,0.08658702433336432,0.08102492175645411,0.9302876934174175,0.9561594973557918,0.90503931854157,1.0,0.27087399120012934,0.054185727320447026,-0.019656506949798997,0.009722209553455227,4.741302761615746e-05,-0.06217126610574884,0.17281198198620742,-0.046532403732799515,0.3126788062418355,0.23082365654501633,0.12508173715961635,0.12493205300323373,0.8569279385131856,0.8174160768697704,0.8507728576851257,0.6347247739656581,0.05670938376371201,0.11815152721732868,0.07546700573779151,0.40168796141979896,,,,,,-0.03410251555959283,
annual_inc,0.008731390135684537,0.009380261054440025,0.2711485508165311,0.2669651802514851,0.2543747526725805,0.27087399120012934,1.0,-0.12273191020969663,0.023083292007333892,0.03390791291471768,-0.008821997502209,-0.03186584706887759,0.15820046024631065,-0.018688777251410982,0.2799612648326182,0.23577105728060171,0.033573025497070835,0.033471972694753424,0.2579797148074131,0.24711931674827314,0.2595712060430104,0.18547606111842732,0.006243357099312212,0.021588786344067214,0.01560381054842951,0.1404006314411634,,,,,,-0.016800825409934234,
dti,0.09598265355114849,0.09696333736560439,0.066439349894676,0.0662828771355278,0.0746892867224937,0.054185727320447026,-0.12273191020969663,1.0,-0.03445155788349721,0.0014051659785860153,0.06881465875124837,0.18717466490801954,0.2880451042496148,-0.00462053567154639,0.22874259759934937,0.2298811926985749,0.036095095299397965,0.03601205915275612,0.06476562153726499,0.07164731288344321,0.04131599468502739,0.1060713114501346,-0.011781018804696824,0.024877656443625683,0.011033176802363485,0.005212079217779399,,,,,,0.005690895767350506,
delinq_2yrs,-0.008643977876786408,-0.008118707207782287,-0.03186445427000839,-0.03235520158031997,-0.038501320519993436,-0.019656506949798997,0.023083292007333892,-0.03445155788349721,1.0,0.008090539931476237,-0.5694377632563562,-0.036628378305346626,0.011656111960115312,0.007463389757387208,-0.05512484617075673,0.06789233391182865,-0.0030078933339115085,-0.0032025410668617108,-0.02269544166937751,-0.02897585984777468,-0.03879483337284919,0.023077198072153228,0.030609228059611446,0.012314532481892803,0.013911737312711179,-0.012148873927856485,,,,,,0.0033750321361274483,
inq_last_6mths,-0.04237835208723483,-0.047086059425025965,0.009228935549684368,0.009259135010330632,-0.0057120589749780045,0.009722209553455227,0.03390791291471768,0.0014051659785860153,0.008090539931476237,1.0,-0.0038509212025177987,-0.02787756733375599,0.09171336136280289,0.02480231451935556,-0.02238144931140119,0.1114989184348615,-0.01210627418608341,-0.011779916061044733,-0.010559458528060749,-0.020277170975352112,-0.023432570336351106,0.021774427308310845,0.031215085186133872,0.018971574978386585,0.012420492641907501,0.028514462294341757,,,,,,0.016346228131457675,
mths_since_last_delinq,0.11719258175468925,0.1229626763601923,0.014870778892066302,0.016358808213519135,0.07192410885535688,4.741302761615746e-05,-0.008821997502209,0.06881465875124837,-0.5694377632563562,-0.0038509212025177987,1.0,0.48474865103443754,0.024366310078380488,0.05910483905894065,0.013644706824352025,0.007643488057791001,0.005344720207477939,0.005501243879122394,0.012174089488178582,0.05751495180531983,0.015707666806746658,0.0028012677352052266,-0.028459791594139302,-0.008621934593385294,-0.018697010415837174,0.007022649341662547,,,,,,0.02584109048403773,
mths_since_last_record,0.7021299024763545,0.7195376662895959,0.00496780377922464,-0.006059048103948461,0.43790582508412407,-0.06217126610574884,-0.03186584706887759,0.18717466490801954,-0.036628378305346626,-0.02787756733375599,0.48474865103443754,1.0,0.021476683327053027,0.7787214600718243,-0.10427634607400972,0.10036666447201108,0.057429636080721234,0.0566345685465136,0.00435494170572756,0.3731319637484729,-0.041469885545498436,0.1282806140575512,-0.09750296404491345,-0.013125363642287178,-0.03848419680540652,0.07862419070220071,,,,,,0.823351865972058,
open_acc,0.020387997391858037,0.017928479521484787,0.17716791493493428,0.1755295024385333,0.16302671622047618,0.17281198198620742,0.15820046024631065,0.2880451042496148,0.011656111960115312,0.09171336136280289,0.024366310078380488,0.021476683327053027,1.0,0.00017199639764864486,0.28896357756410324,0.6866347211191002,0.028688380704552898,0.028513588913049493,0.16266273254731975,0.15293669998684478,0.16063059366628607,0.12449899512292417,-0.01862675150372861,0.016395804901927477,0.006218932345110174,0.07886528364485926,,,,,,0.005929974148257811,
pub_rec,-0.01943974661163126,-0.018721080541389476,-0.051235585311389185,-0.05216933052724132,-0.053213851256683,-0.046532403732799515,-0.018688777251410982,-0.00462053567154639,0.007463389757387208,0.02480231451935556,0.05910483905894065,0.7787214600718243,0.00017199639764864486,1.0,-0.06141333976454795,-0.023901279334500078,-0.012675221786768883,-0.012909526352281044,-0.05366823507412476,-0.05410107670600691,-0.06538372394526375,-0.007470065598872691,-0.0020714333685687794,-0.005520669786570509,-0.005536421057423017,-0.03221399501644599,,,,,,0.8473050197510831,
revol_bal,0.008762948089080347,0.0051131104820233975,0.317597386958471,0.3103920726603593,0.2907973723526974,0.3126788062418355,0.2799612648326182,0.22874259759934937,-0.05512484617075673,-0.02238144931140119,0.013644706824352025,-0.10427634607400972,0.28896357756410324,-0.06141333976454795,1.0,0.31360213897710243,0.06038753024454151,0.060183207330663804,0.29320359107561333,0.2775426805839438,0.2814186464655082,0.2430001004018053,0.0038227705693003387,0.0420908344177469,0.022400015217442892,0.12037077497955981,,,,,,-0.049406062297224086,
total_acc,0.04214929264210167,0.0443744552316902,0.25644174950714443,0.2505885853973874,0.2428543111080025,0.23082365654501633,0.23577105728060171,0.2298811926985749,0.06789233391182865,0.1114989184348615,0.007643488057791001,0.10036666447201108,0.6866347211191002,-0.023901279334500078,0.31360213897710243,1.0,0.031190542905316643,0.031008562593470665,0.22507742321407437,0.2192439888910024,0.23124219331216286,0.14779183575024876,-0.024715433168101836,0.023281343162509575,0.010550773101786348,0.16284065560322533,,,,,,-0.011807255544301481,
out_prncp,0.18061881246258243,0.17074348129029804,0.19293748800048985,0.19494115360543565,0.20368794269801258,0.12508173715961635,0.033573025497070835,0.036095095299397965,-0.0030078933339115085,-0.01210627418608341,0.005344720207477939,0.057429636080721234,0.028688380704552898,-0.012675221786768883,0.06038753024454151,0.031190542905316643,1.0,0.9998274655135508,0.23936663206140804,0.24653698893362702,0.16651947982488027,0.38374578076208804,-0.004643644441353599,-0.01887831635839593,-0.01139445843319662,-0.06639295381406524,,,,,,-0.010023513727135626,
out_prncp_inv,0.18059142697248087,0.17070625453197658,0.19262284852505113,0.1946749575419366,0.20369305303957486,0.12493205300323373,0.033471972694753424,0.03601205915275612,-0.0032025410668617108,-0.011779916061044733,0.005501243879122394,0.0566345685465136,0.028513588913049493,-0.012909526352281044,0.060183207330663804,0.031008562593470665,0.9998274655135508,1.0,0.23904918465607877,0.24652378862963303,0.16623530352746807,0.3834101024598457,-0.004751796281430814,-0.018858342957556003,-0.011382403010367663,-0.0663235140195475,,,,,,-0.01031399045703,
total_pymnt,0.14004495713213183,0.13997486270577297,0.8866134589522552,0.9031601499622105,0.8812281573949359,0.8569279385131856,0.2579797148074131,0.06476562153726499,-0.02269544166937751,-0.010559458528060749,0.012174089488178582,0.00435494170572756,0.16266273254731975,-0.05366823507412476,0.29320359107561333,0.22507742321407437,0.23936663206140804,0.23904918465607877,1.0,0.9708145208132982,0.971472128107518,0.8287575913590542,0.012980615022790586,0.023950483168400625,0.02455473647046081,0.4746236627980818,,,,,,-0.043660750759756645,
total_pymnt_inv,0.2208381139491913,0.2293074870465224,0.854242681754496,0.8707990719019161,0.9132568564100816,0.8174160768697704,0.24711931674827314,0.07164731288344321,-0.02897585984777468,-0.020277170975352112,0.05751495180531983,0.3731319637484729,0.15293669998684478,-0.05410107670600691,0.2775426805839438,0.2192439888910024,0.24653698893362702,0.24652378862963303,0.9708145208132982,1.0,0.9395814163268545,0.8156148333517222,-0.0007963037276707493,0.01786178980007101,0.015016126989470044,0.46225516543051803,,,,,,-0.04701120133752467,
total_rec_prncp,0.11221306412331435,0.11216795171482664,0.8520210267338042,0.8702548900162579,0.845848243571205,0.8507728576851257,0.2595712060430104,0.04131599468502739,-0.03879483337284919,-0.023432570336351106,0.015707666806746658,-0.041469885545498436,0.16063059366628607,-0.06538372394526375,0.2814186464655082,0.23124219331216286,0.16651947982488027,0.16623530352746807,0.971472128107518,0.9395814163268545,1.0,0.6840270908905838,-0.019667043537276566,-0.09482085083890822,-0.05863377538489296,0.5434075018239676,,,,,,-0.054124788181992775,
total_rec_int,0.17285608072150652,0.1732341086291739,0.7297262282255036,0.737468564298074,0.7309136891522506,0.6347247739656581,0.18547606111842732,0.1060713114501346,0.023077198072153228,0.021774427308310845,0.0028012677352052266,0.1282806140575512,0.12449899512292417,-0.007470065598872691,0.2430001004018053,0.14779183575024876,0.38374578076208804,0.3834101024598457,0.8287575913590542,0.8156148333517222,0.6840270908905838,1.0,0.06909852087705105,0.07555151793095428,0.0332887642089644,0.19199015980432224,,,,,,-0.0036088959934983296,
total_rec_late_fee,-0.0550816983756087,-0.05775014967706034,0.04470635070443205,0.04670521928803033,0.02717202791135309,0.05670938376371201,0.006243357099312212,-0.011781018804696824,0.030609228059611446,0.031215085186133872,-0.028459791594139302,-0.09750296404491345,-0.01862675150372861,-0.0020714333685687794,0.0038227705693003387,-0.024715433168101836,-0.004643644441353599,-0.004751796281430814,0.012980615022790586,-0.0007963037276707493,-0.019667043537276566,0.06909852087705105,1.0,0.09992451502331592,0.0931782029177929,-0.06059971156079252,,,,,,-0.005488925195854829,
recoveries,0.03342568366757216,0.03156498673096407,0.1354464476770871,0.13628367360487018,0.1237593901903197,0.11815152721732868,0.021588786344067214,0.024877656443625683,0.012314532481892803,0.018971574978386585,-0.008621934593385294,-0.013125363642287178,0.016395804901927477,-0.005520669786570509,0.0420908344177469,0.023281343162509575,-0.01887831635839593,-0.018858342957556003,0.023950483168400625,0.01786178980007101,-0.09482085083890822,0.07555151793095428,0.09992451502331592,1.0,0.7968162787438532,-0.06995523181295824,,,,,,-0.004651022043398378,
collection_recovery_fee,-0.013359181324831599,-0.01515522096562584,0.07285305023529941,0.07467566673625835,0.06035798674451818,0.07546700573779151,0.01560381054842951,0.011033176802363485,0.013911737312711179,0.012420492641907501,-0.018697010415837174,-0.03848419680540652,0.006218932345110174,-0.005536421057423017,0.022400015217442892,0.010550773101786348,-0.01139445843319662,-0.011382403010367663,0.02455473647046081,0.015016126989470044,-0.05863377538489296,0.0332887642089644,0.0931782029177929,0.7968162787438532,1.0,-0.041874274131586696,,,,,,-0.005207599116259886,
last_pymnt_amnt,0.12236471779682614,0.12362678028182901,0.44874173569133224,0.45313335201149035,0.44260378799961253,0.40168796141979896,0.1404006314411634,0.005212079217779399,-0.012148873927856485,0.028514462294341757,0.007022649341662547,0.07862419070220071,0.07886528364485926,-0.03221399501644599,0.12037077497955981,0.16284065560322533,-0.06639295381406524,-0.0663235140195475,0.4746236627980818,0.46225516543051803,0.5434075018239676,0.19199015980432224,-0.06059971156079252,-0.06995523181295824,-0.041874274131586696,1.0,,,,,,-0.022584959120572918,
collections_12_mths_ex_med,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
policy_code,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
acc_now_delinq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chargeoff_within_12_mths,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
delinq_amnt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pub_rec_bankruptcies,-0.009504975382436307,-0.008768889720688578,-0.0371803756204503,-0.03850153588024455,-0.04274586504364548,-0.03410251555959283,-0.016800825409934234,0.005690895767350506,0.0033750321361274483,0.016346228131457675,0.02584109048403773,0.823351865972058,0.005929974148257811,0.8473050197510831,-0.049406062297224086,-0.011807255544301481,-0.010023513727135626,-0.01031399045703,-0.043660750759756645,-0.04701120133752467,-0.054124788181992775,-0.0036088959934983296,-0.005488925195854829,-0.004651022043398378,-0.005207599116259886,-0.022584959120572918,,,,,,1.0,
tax_liens,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
